pmcid,inclusion_criteria,exclusion_criteria,has_dedicated_section,criteria_location
4807832,,,False,No specific criteria mentioned
8700021,,,False,No specific criteria mentioned
3547877,,,False,No specific criteria mentioned
10343953,,,False,No specific criteria mentioned
7473588,"Inclusion criteria were: being a pregnant woman over the age of 18 years, carrying a singleton pregnancy, being scheduled for an elective cesarean section, and not yet having gone into labor. Only women with a scheduled cesarean section and who had not yet gone into labor were included in the study to control for the inflammatory influence of labor and vaginal delivery.","Exclusion criteria included: the use of any antimicrobials or steroids in the previous four weeks or a diagnosis of any health condition known to influence maternal/neonatal cytokine levels (labor, hypertension, preeclampsia, autoimmune disease, congenital malformations, premature rupture of membranes, or active infection).",True,Methods section with dedicated Inclusion/Exclusion subsections
9847973,,,False,No specific criteria mentioned
2935790,,,False,No specific criteria mentioned
3646935,,,False,No specific criteria mentioned
5338621,,,False,No specific criteria mentioned
8901073,"Seventeen (N = 17) piglets of the same Danish commercial hybrid were selected from one herd for the 16S rRNA-gene sequencing of rectal samples collected at four time points (T0, T1: before weaning; T2, T3: from weaning onward). The 17 piglets belonged to three experimental groups: white diet (n = 5; normal diet, no antibiotics nor essential oils added to the diet), traditional diet (n = 6; antibiotics added to the diet), oil diet (n = 6; essential oils added to the diet), and were chosen out of a larger group subjected to the same treatments (N = 197: white = 57, traditional = 68, oil = 72).","The traditional group received individual treatments with toltrazuril and ceftiofur at day 17, amoxicillin at days 10 to 26 and enrofloxacin at days 27-58. The white and oil groups did not receive any antibiotic or antiparasitic treatments from birth to the end of weaning.",False,Embedded in the Materials and methods section
6428309,"We recruited 130 participants (complete data sets were collected from 103) through various organisations in central Scotland. The mean age was 70.64 years (  SD   = 5.81) for the older (  N   = 64; 30 males, 34 females), and 28.74 years (  SD   = 16.39) for the younger sample (  N   = 39; 17 males, 22 females).","The exclusion criteria were a Mini-Mental State Examination [ ] score of 27 or less, movement disorders or upper limb mobility restrictions, uncorrected eyesight, and medications likely to affect performance.",False,Methods - Participants section
2889835,,,False,No specific criteria mentioned
10035874,,,False,No specific criteria mentioned
4689534,,,False,No specific criteria mentioned
9132278,"Individuals aged 15 years or older living in France were randomly selected from the FIDELI administrative sampling frame, covering 96.4% of the population, providing postal addresses for all, and e-mail addresses or telephone numbers for 83%.","Residents in nursing homes for elderly persons were excluded, as it was not feasible to obtain help from caregivers to facilitate telephone or web contact with them during the first lockdown.",False,"Materials and methods section, embedded in the description of study design"
9828266,"Participants were predominantly University students, all were resident in the United Kingdom and fluent English speakers.",data from six participants was lost due to technical failure. Data from eight participants were excluded due to signal noise (>30% of trials rejected during artefact detection).,False,Participants section description
4242504,,,False,No specific criteria mentioned
4116159,,,False,No specific criteria mentioned
10556576,,,False,No specific criteria mentioned
10469016,Eight-wk-old C57/Bl6 mice were injected intravenously with AAVs encoding for DTA. CMV-eGFP mice were injected with AAVs containing shRNA targeting GFP; both were driven by a human Cd11b promoter.,,False,Embedded in Methods section description
10586704,"Eligible participants included community dwelling adults in South Korea, ages 19 to 50 years.","We identified careless responses if the participants provided the same responses to all or most questions, response time was unreasonably short, and inconsistent demographic information was detected within the survey (e.g., gender, marital status).",False,Participants and procedures section
3696108,,,False,No specific criteria mentioned
3859180,,,False,No specific criteria mentioned
3907676,"36 healthy young males gave written informed consent to participate in the experiment. They were between 20 and 40 years of age (mean=25.4, SD=4.70) and had normal or corrected-to-normal vision.",Only males participated in the experiment as cortical GABA concentration varies with the menstrual cycle in females.,False,Participants section description
3016416,,,False,No specific criteria mentioned
8318277,"The inclusion criteria are: 
older than 18 years, and 
no previous illnesses with permanent impairments.","pacemaker, 
heart diseases such as atrial fibrillation (AF), 
infectious diseases such as methicillin-resistant staphylococcus aureus (MRSA), 
open wounds, and 
prominent hair growth on the torso.",True,Study design section with dedicated Inclusion/Exclusion subsections
8372897,"All cases of MK requiring corneal scrapes, presenting between the 23 March and 30 June 2020 (Y2020) were identified through the regional microbiology service (Black Country Pathology Services Supporting Sandwell and West Birmingham Hospitals NHS Trust) database, and cross-checked with BMEC ED electronic medical records. Patients presenting during the equivalent time windows in the preceding three years (2017, 2018, and 2019) were also identified, and included as the comparator cohort (pre-C19), to reflect the variation of the disease.",Isolates identified as contaminants in the microbiology reports were excluded from analysis.,False,Embedded in Methods section under Study design & population
4581840,Patients in the development cohort had various diseases including 85 patients with a past medical history of cancer (6.6%) and 72 patients with current cancer (5.6%).,"Patients with metastatic cancer with various solid cancer types, not hematologic malignancies, who received palliative first-line chemotherapy from October 2005 to March 2012.",False,Embedded in the Materials and Methods section
10849388,,,False,No specific criteria mentioned
10337927,Only English-speaking videos were included because this language is considered universal.,"All duplicate videos, unrelated to ectopic pregnancy, surgical videos or ultrasound videos without explanations were excluded.",False,"Methods section, embedded in the description of video selection criteria."
3701000,,,False,No specific criteria mentioned
8101726,Flemish employees under the age of 65,"self-employed, classically unemployed, or inactive",False,Embedded in Data - Research population and sampling section
10781111,"The inclusion criterion was a graduate dental degree; this criterion targeted general dental practitioners, interns, and endodontic specialists.",The exclusion criterion was absence of a graduate dental degree; no individuals still in their primary dental training qualified for enrollment in the course or surveys.,False,Materials and methods - Study design and participants section
11130426,"Participants included 68 autistic children and 70 non-autistic children, between the ages of 6.0 and 11.0 years old. All participants were required to communicate verbally and have an IQ score greater than 60 using the Wechsler Abbreviated Scale of Intelligence, 2nd Edition (WASI-2) or the Kaufman Brief Intelligence Test-Second Edition (KBIT-2).","None of the participants had a previous diagnosis of tuberous sclerosis, Down syndrome, fragile X, hypoxia-ischemia, notable and uncorrected hearing or vision loss, or a history of severe head injury. Non-autistic participants were required to score less than 8 on the SCQ. Participants were excluded from the non-autistic group if they had a previous diagnosis of any neurodevelopmental disorder including ADHD, bipolar disorder, major depressive disorder, or if they had a first-degree relative with ASD.",True,Methods - Participants section with dedicated Inclusion/Exclusion subsections
3787965,"(2) study population: patients undergoing ERCP; (3) intervention: prophylactic administration of GTN; (4) comparison intervention: placebo or no treatment; and (5) outcome measures: the overall incidence of PEP, the incidence of moderate to severe PEP, the successful rate of cannulation and the incidence of hyperamylasemia.",,False,"Methods section, under Study identification and selection"
2424135,,,False,No specific criteria mentioned
4643904,"A total of 47,749 volunteers (15,171 men and 32,578 women) were recruited to Italian EPIC, mainly between 1993 and 1998. Volunteers were recruited from five centers: Varese and Turin (Northern Italy), Florence (Central Italy), Naples and Ragusa (Southern Italy). Only women were recruited in Naples. The ethics committee of the International Agency for Research on Cancer, Lyon, France, and the Cancer Research and Prevention Institute (ISPO), Florence, Italy, approved the EPIC Italy study protocol. The study complies with the Helsinki declaration, and participants gave informed consent to use clinical data for research. In the present study, we examined 45,194 participants (14,172 men and 31,022 women) who completed a dietary questionnaire at enrolment","excluding those: with cancer at recruitment (except non-melanoma skin cancer); lost to follow-up soon after baseline; with missing information on anthropometry, lifestyle or education; with ratio of total energy intake (determined from the questionnaire) to basal metabolic rate [ ] at either extreme of the distribution (cut-offs first and last half-percentiles) (n = 1,320); and with implausible coffee consumption (>15 cups/day; n = 16)",False,Participants section description
3142111,,,False,No specific criteria mentioned
6150499,,,False,No specific criteria mentioned
11125520,"Inclusion criteria were clinical HF diagnosis [ , ], and optimized treatment of HF at least three months prior to entering the study.","Exclusion criteria were angina or myocardial infarction; neurologic, orthopedic, or infectious diseases; and participants receiving corticosteroid or hormones treatments, or cancer chemotherapy. Participants with pulmonary limitations (<80% of predicted forced vital capacity, or <70% of predicted forced expiratory volume in 1s) [ ], history of exercise-induced asthma, and smokers were not included.",False,"Material and methods section, embedded in the description of inclusion and exclusion criteria."
3667775,,,False,No specific criteria mentioned
8260738,"Twenty-six right-handed healthy participants (18 women, 8 men, mean age  SD: 22.02.3 years) participated in this study. A semi-structured interview established the absence of neurological, psychiatric, or sleep disorders. All participants were non-smokers, moderate caffeine consumers, and did not take any medication. They were not depressed as assessed by the Beck Depression Inventory  (meanSD: 1.72.0), and had low anxiety levels as assessed by the STAI-T  (31.85.8). None of the participants suffered from excessive daytime sleepiness as assessed by the Epworth Sleepiness Scale  (5.63.0) or sleep disturbances as determined by the Pittsburgh Sleep Quality Index Questionnaire  (3.12.2). Sensitivity to Punishment and Sensitivity to Reward Questionnaire  established that none of the participants had extreme sensitivity to reward (37.07.7) or punishment(32.55.4), nor did they suffer from excessive impulsivity as assessed by the UPPS Impulsive Behavior Scale  (90.19.6). We also made sure that none of the participants was a regular player of video games.","The data from 8 participants were removed from further analysis because of technical problems during scanning (  N  =4), because the participants did not win at any game (  N  =2), or because they did not sleep during the sleep session (  N  =2).",False,Embedded in the Methods section
9725163,"(1) healthy subjects; (2) acute WBV training intervention; (3) comparison before and after the experiment; (4) neuromuscular activation (sEMG, root mean square), explosive power (e.g. peak force, power and CMJ); (5) pre/post intervention or randomized controlled trial (RCT) studies; (6) total intervention time of 15500 s.",(1) unpublished literature or conference abstracts; (2) animal experimental studies or review literature; (3) studies with only post-test and no pre-test; (4) repeated published studies or no full text; (5) literature in which data could not be extracted or combined.,True,"Methods section, dedicated Inclusion and Exclusion criteria subsection"
7065816,,,False,No specific criteria mentioned
2864738,,,False,No specific criteria mentioned
3281857,"non-cancerous peripheral blood mononuclear cells (ncPBMCs) were isolated from the blood of apparently healthy volunteers, according to a previously published protocol","ncPBMCs are not actively proliferating in culture, some isolated PBMCs were pre-incubated with concanavalin A (conA), a plant mitogen known to stimulate T cell proliferation in vitro. These cells were then exposed to DRE treatment and analyzed for the induction of apoptosis. As with the ncPBMCs not pre-treated with conA, those pre-incubated with conA and subsequently treated with DRE remained unsusceptible to DRE-induced apoptosis",False,Embedded in the Materials and Methods section
6461820,"ASD adults (N=29) and TD adults (N=29) were recruited through existing research and clinical databases at the Childrens Hospital of Philadelphia and the University of Pennsylvania, recruitment fliers, and social media posts. Participants provided written informed consent to undergo eye tracking as a part of a larger study (TUNE-In) approved by the Institutional Review Boards of the Childrens Hospital of Philadelphia and the University of Pennsylvania.","Two participants in the TD group were excluded due to insufficient gaze data (<20% captured), and one participant in the ASD group was excluded due to missing intelligence quotient (IQ) information. No participants were excluded for failure to calibrate or calibration errors.",False,Embedded in Participants and clinical measures section
7735630,,,False,No specific criteria mentioned
3842947,1200 adult critically ill patients,53 patients were excluded due to missing data on platelet counts at study entry (i.e. within 24 hours of ICU admission) (n=49) and surgical vs. medical status (n= 4),False,Materials and Methods - Trial design and participants section
3419733,"Human whole saliva from twenty healthy volunteers (10 male and 10 female subjects, average age 308 years) was collected into ice-chilled cups after stimulation of salivary flow by chewing Parafilm according to the draining/spitting method described by Navazesh and Christensen. The medical ethical committee approved collection of human saliva (approval no. M09.069162 and UMCG IRB #2008109) and patients gave their informed consent.",,False,Embedded in Materials and Methods section
9173636,,,False,No specific criteria mentioned
9333273,,,False,No specific criteria mentioned
6191076,,,False,No specific criteria mentioned
8943682,"N = 256 healthy male individuals from the Chengdu Gene Brain Behavior Project were re-contacted via telephone interviews (N = 256, at least 18 years old).","subjects were contacted via telephone and underwent an interview to exclude those with current or previous history of psychiatric disorders and current use of medication or psychotropic substances. For the final sample, the following exclusion criteria were applied (1) history or current psychiatric disorders according to DSM-5 (validated by structured clinical interviews at the time of MRI assessment), (2) pathological levels of depressive (BDI-II 28) and autistic (ASQ 30) symptoms, (3) history of, or current medical disorder, including neurological and endocrinological disorders, (4) current or regular use of medication and other psychoactive substances, and (5) left-handedness.",False,Participants and procedures section
5991670,"40 HCC-diagnosed patients provided written-informed consent with IRB protocol (Comprehensive Cancer Center (CCC) Clinical Scientific Review Committee (CSRC), Protocol No: #2013C0032). The healthy plasma samples of 38 age-matched healthy individuals were purchased from Zen-Bio, Inc (Research Triangle Park, NC). All 40 patients were clearly diagnosed as having HCC based on the clinicopathologic findings.",,False,Materials and methods - Study populations section
3198392,"1,097 patients newly diagnosed with histologically-confirmed RCC, ages 2079, recruited from centers in Russia (Moscow), Romania (Bucharest), Poland (Lodz) and Czech Republic (Prague, Olomouc, Ceske Budejovice, Brno). Eligible controls included 1,497 patients admitted to the same hospital as cases, but for conditions not related to smoking or genitourinary disorders. Controls were frequency matched to cases based on age (3 years), sex and study center (including hospital of recruitment), and both cases and controls were required to have been residents of the study center area for at least one year at the time of recruitment.",not related to smoking or genitourinary disorders,False,Embedded in Study Population section
6655687,"Patients in LITHE all had active moderate to severe RA with inadequate response to methotrexate (MTX). OSKIRA-1 had similar inclusion criteria, selecting patients with active RA and inadequate response to MTX.",Patients from any cohort with missing biomarker measurements at baseline were excluded from the study. A random selection of patients from the RA clinical trials were selected for biomarker analysis. Patients with missing data from the panel of biomarkers analysed were removed from the study when included in the arthritic cohort.,False,Embedded in Materials and Methods section
8351940,"Owners of affected and non-affected GSDs were invited to participate. The general part assessed signalment, shoulder height, body weight, concurrent diseases, wellbeing (food intake, playing behaviour, fitness), QoL, and in case the dog was already deceased survival times (time of death and cause of death).",Dogs with insufficient data were not included.,False,Embedded in Materials and methods section under Data collection and Animals
8447044,All participants had normal or corrected-to-normal vision and reported no history of a neurological disorder.,They were nave to the purpose of the study and received written and verbal instructions before the start of the experiment.,False,Methods - Subjects section
3632521,,,False,No specific criteria mentioned
4687847,,,False,No specific criteria mentioned
4130593,"Twenty prepresbyopic volunteers (9 female and 11 male) were recruited from Wenzhou Medical University, with a mean age standard deviation of 25.952.31 years.",None of the subjects had a history of ocular or systemic disease or surgery.,False,Embedded in Subjects section description
4401554,,,False,No specific criteria mentioned
4806986,,,False,No specific criteria mentioned
4449319,"1) baseline current (6-month) DSM-IV diagnosis of MDD, established using the structured Composite International Diagnostic Interview and reporting symptoms in the month before baseline confirmed with either the Composite International Diagnostic Interview or the Life Chart Interview (LCI); and 2) availability of 2-year follow-up of depressive symptoms measured with the LCI.",,False,Methods - Subjects section
10833578,,,False,No specific criteria mentioned
4646626,,,False,No specific criteria mentioned
2637989,All subjects with stored UCWBC and paired FPT were eligible for inclusion in this proof-of-principle study. The population was dichotomized on the median PAH value of the entire cohort (2.3 ng/m ). Half of the 56 subjects in the present study were selected from among the ones above this median (the high PAH exposure group) and half from among those below the cohort median (the lower PAH exposure group).,"Based on parental report of a doctor's diagnosis of asthma or probable asthma before the age of five, children were classified as asthmatic or nonasthmatic. (with or without a parental report of asthma).",False,Embedded in the Materials and Methods section
5590919,,,False,No specific criteria mentioned
4161385,,,False,No specific criteria mentioned
6005569,,,False,No specific criteria mentioned
4161472,Patients with Q fever endocarditis consisted of 12 men (ranging from 36 to 75 years-old) and 5 women (ranging from 42 to 64 years-old). Eleven healthy individuals (6 men ranging from 26 to 65 years-old and 4 women ranging from 30 to 70 years-old) and 9 patients with acute Q fever (6 men ranging from 42 to 71 years-old and 3 women ranging from 40 to 68 years-old) were included as controls; the diagnostic of acute Q fever was based on serological determination of anti-phase II   C. burnetii   antibodies (Abs).,"Suspected Q fever endocarditis was based on standardized questionnaire that included pathological evidence of endocarditis, positive echocardiograms, positive blood cultures, high titers of IgG specific for phase I   C. burnetii.",False,Embedded in Patients section description
7413518,"Subjects were recruited using a rigorous inclusion and exclusion criteria including: > 55 years of age, no major systemic diseases including diabetes, cancer, collagen vascular or auto-immune disease, no cognitive changes or prior diagnosis of CNS disease including AD, no recent general surgical or ocular procedures (<90 days), no previous treatments with biologics, chemotherapy or anti-inflammatory therapy, no significant ocular disease including glaucoma or vascular disease.","no major systemic diseases including diabetes, cancer, collagen vascular or auto-immune disease, no cognitive changes or prior diagnosis of CNS disease including AD, no recent general surgical or ocular procedures (<90 days), no previous treatments with biologics, chemotherapy or anti-inflammatory therapy, no significant ocular disease including glaucoma or vascular disease.",False,Embedded in Study subjects section
3340414,"Patients were included in the study if they were 6 years of age and if they had a confirmed diagnosis of cystic fibrosis made via genetic analysis and/or sweat testing. Eligible patients had to be chronically colonized with Aspergillus fumigatus; defined as at least 2 positive sputum cultures within the last 12 months, one of which had to be obtained within 4 months of randomization.","Patients were excluded if they had a history of renal insufficiency (serum Cr >1.5 times normal), significant liver disease (defined as serum AST or ALT2.5 times the upper limit of normal), or a history of biliary cirrhosis or portal hypertension. Patients were also excluded if they had active allergic bronchopulmonary aspergillosis (ABPA), B. cepacia infection, lung transplantation, or if they had received treatment with any antifungal agents within 6 months before randomization. Patients were required to be clinically stable at the time of randomization, with no antibiotic treatment for acute CF pulmonary exacerbations allowed for at least 14 days prior to randomization.",False,Methods - Patients section
4764520,,,False,No specific criteria mentioned
4103868,,,False,No specific criteria mentioned
4540418,,,False,No specific criteria mentioned
6779267,,,False,No specific criteria mentioned
6608544,"Subjects were considered eligible to participate if they were healthy women with more than 11 years of education, ranging between 18 to 45 years old.","Individuals were excluded if they presented hearing impairment or formal contraindication to transcranial direct-current stimulation (tDCS), according to current guidelines. They were excluded if answered any of these questions positively. Subjects with a score greater than or equal to 8/12 on the Waterloo-Stanford Group C Hypnotic Susceptibility Scale (WSGC) were included in the later phases of the investigation, while subjects with Beck Depression Inventory ( ) scores higher than 12 were excluded ( ), as were those with positive screening higher seven for minor psychiatric disorders (somatic symptoms, depressive moods, depressive thoughts, and decreased energy) on the World Health Organization (WHO) Self-Reporting Questionnaire (SRQ-20).",False,Embedded in Subjects section description
8221488,,,False,No specific criteria mentioned
9584910,,,False,No specific criteria mentioned
3498357,"Male SA transgenic and NT mice, 8-10 weeks old, were implanted subcutaneously with osmotic minipumps (Alzet) containing either saline or Ang-II (600 ng/kg/min) and infused for 14 days.",,False,Embedded in Animals section description
8031443,,,False,No specific criteria mentioned
7522478,,,False,No specific criteria mentioned
3422279,"LTBI were defined according to national guidelines by TST conversion (increase in the induration diameter size of 10 mm compared to the previous TST), normal chest radiography, and no clinical sign of disease, thereby fulfilling strict criteria for LTBI.",,False,Embedded in Latently-infected Subjects section description
6197632,,,False,No specific criteria mentioned
9151507,"The study population comprised 1675 consecutive women aged 65 years who were treated for their first hip fracture in Seinjoki Central Hospital, Finland, between May 2008 and April 2018. All the patients regardless of cognitive state, morbidity or functional ability or living arrangements were invited to participate.",The only exclusion criteria in this study were pathologic and periprosthetic fractures.,False,Methods - Study population section
5501558,"We measured serum 25(OH)D levels in blood collected from 41 PH patients with a mean pulmonary arterial pressure (PAP) > 30 mmHg and B-type natriuretic peptide (BNP) level > 20 pg/mL. Of this study group, 12 patients were diagnosed with idiopathic or heritable pulmonary arterial hypertension (PAH) and 29 patients with chronic thromboembolic pulmonary hypertension (CTEPH).",Study patients were not necessarily treatment-nave and some of them have been already diagnosed and treated by advanced therapies at the time of blood sampling.,False,Embedded in Patients and serum analysis section
3360595,"Women aged 16 to 25 years were recruited from general practice, family planning and sexual health clinics in Victoria, New South Wales and the Australian Capital Territory, three jurisdictions in South-Eastern Australia. All eligible women were assessed for competency by research staff prior to being invited into the study. Women were recruited when they attended the clinic for any reason during the recruitment period and were eligible if they had ever had vaginal sex with a man, were not pregnant, could comprehend written English and were contactable by post during the 12-month period of the study.",Women were excluded if they were pregnant.,False,Embedded in Recruitment section description
5706708,"Patients were eligible to attend if they were of working age (under 65 years) and had either a level-three stay of greater than 72 hours, or a level-two stay of greater than two weeks.",Exclusion criteria for this evaluation were limited to those patients with significant brain injuries and those patients under 18.,False,"Methods section, embedded in the description of eligibility for InS:PIRE program."
3136515,"Participants in WHS were asked on the baseline questionnaire: Have you ever had migraine headaches? and In the past year, have you had migraine headaches? From this information, women were categorized as any history of migraine; active migraine (self-reported migraine during the past year); and prior migraine (report of ever having had a migraine but none in the year prior to completing the questionnaire). This classification and self-reported migraine have shown good agreement with current International Headache Society (IHS) criteria for migraine.","Women with migraine experiencing major CVD during the study were older, were more likely to have a history of hypertension, and had higher systolic and diastolic blood pressure compared to migraineurs without major CVD. Women with major CVD also had higher LDL and lower HDL cholesterol levels, were more likely to be postmenopausal, and to be current smokers.",False,Embedded in Ascertainment of migraine and Ascertainment of CVD sections
10049956,"All dementia patients fulfilled relevant clinical diagnostic criteria (Gorno-Tempini et al.,  ; McKhann et al.,  ; Rascovsky et al.,  ). Age-matched healthy controls were recruited from the Frontier volunteer registry and scored >88 on the ACE-III (Hsieh et al.,  ).","current or prior history of mental illness, significant head injury, movement disorders, cerebrovascular disease (stroke, transient ischaemic attacks), alcohol or other drug abuse, and limited English proficiency.",False,Participants section embedded in the description
7768750,,,False,No specific criteria mentioned
5673211,,,False,No specific criteria mentioned
8885716,,,False,No specific criteria mentioned
8413791,"A total of 20 male Wistar rats with an average body weight of 160 ± 20g (Central Research Animal House, University of Ilorin, Kwara, Nigeria) were used in this study. They were bred and housed in the polystyrene cages under standardized conditions of temperature (25 ± 1°C), relative humidity (60 ± 5%), and photoperiodicity of 12-hour light/dark starting at 7.00 am. The animals were fed with standard pelletized rodent chow and given potable water ad libitum. They underwent an acclimatization period of 10 days prior to the experimental exposures.","All the procedures involving the use of experimental animals were reviewed and approved by the University of Ilorin Animal Care Committee and were in conformity to the criteria outlined in the ""Guide for the Care and Use of Laboratory Animals"" prepared by the National institutes of Health (NIH).",False,Embedded in the Materials and Methods section under Experimental rats
3688892,,,False,No specific criteria mentioned
7063673,the pre-established criterion of inclusion was to be an article on the subject of dental emergency care in the context of Brazilian public services.,"published before 1990, having as a referencing point the fact that that was the year of enactment of Law 8080, which rules on the organization of health services; abstracts and articles published as part of meetings; and studies in hospitals.",False,Embedded in the Research question and Research and study selection sections
4726667,,,False,No specific criteria mentioned
4958375,"36 healthy right-handed adults (19 females; 20-40 age range; mean age 26) participated in experiment one, and 32 healthy right-handed adults (18 females, aged 20-40, mean age 27) participated in experiment two. All participants had normal or corrected-to-normal vision.","None had a history of head injury, a diagnosis of any neurological or psychiatric condition, or was currently on medication affecting the central nervous system.",True,Materials and methods section with dedicated Participants subsection
8211260,We included a total of 252 patients diagnosed with OPSCC treated at our institution.,,False,Embedded in Material and methods section
4493105,,,False,No specific criteria mentioned
6013242,,,False,No specific criteria mentioned
3783899,Participants in the MDD group fulfilled criteria for a past major depressive episode according to Diagnostic and Statistical Manual IV-TR and for a moderate to severe depressive episode according to the International Classification of Diseases-10 with at least 2 months duration requiring treatment and remission of symptoms for at least 12 months.,"Exclusion criteria were current axis-I disorders and history of alcohol or substance abuse, or past co-morbid axis-I disorders being the likely primary cause of the depressive syndrome. The healthy control group had no current or past axis-I disorders and no first degree family history of MDD, bipolar disorder, or schizophrenia.",True,Methods section under Participants
8136624,,,False,No specific criteria mentioned
5929902,All observers had normal or corrected-to-normal visual acuity and normal colour vision.,Participants who were naive with regard to the experimental aims took part in this study.,False,Methods - Participants section
2945766,,,False,No specific criteria mentioned
6329940,,,False,No specific criteria mentioned
6056631,"(i) unilateral stroke, (ii) ability to follow verbal instructions, and (iii) right-handed patients.","(1) bilateral impairment; severe sensory deficits in the paretic upper limb; (2) pregnancy, epilepsy, aphasia, cognitive impairment (Mini Mental State Evaluation, MMSE < 24) or behavioral dysfunction that would influence the patients ability to comprehend or participate in the treatment; (3) botulinum toxin injections or other medication influencing the function of the upper-limb; (4) inability to provide informed consent and (5) and/or pacemakers or other metallic implants incompatible with the 3T MRI scanner.",False,Materials and Methods - Subjects section
4830617,"Participants were eligible to participate in the study if they could communicate in English or Kiswahili, were willing to volunteer as participants.",,False,Embedded in Recruitment of participants section
3471874,,,False,No specific criteria mentioned
6040575,"We studied 14 patients with long-standing refractory OIE (9 females; 337years; 1946years; eight right OIEs and six left OIEs) investigated at the University of Montreal Health Center. Of those 14 patients, nine had an epileptic focus involving only a subregion of the insula (six patients with an anterior insular focus and three with a posterior insular focus) and five patients had a more extensive focus involving both the anterior and posterior insulae. The epileptic focus involved one of the adjacent (frontal, temporal or parietal) operculum in all patients.",Patients with tumoral lesions or vascular anomalies were excluded in both the OIE and TLE groups.,False,Embedded in Participants section description
4726528,We defined frequent ED users as patients who visited the ED four or more times in a year.,,False,Embedded in the Definition of frequent users section
3419650,,,False,No specific criteria mentioned
9447889,"All known diabetic patients (Type 1 or Type 2) previously diagnosed and taking medicine from the diabetes clinic who were 18 years and above, had given written informed consent and were willing to undergo the study procedure","participants with the following: a mental disorder, contraindication to mydriasis, allergy to tropicamide eye drops, hazy optical media and those too sick to undergo the study procedure",False,Study participants and data collection section
8874137,"age between 50 and 90 years of age, diagnosis of PD according to UK Brain Bank Criteria, and the ability to understand study requirements and communicate with investigator.","other neurodegenerative disease interfering with cognition or preventing the ability to give informed consent, alcohol, medication or drug dependency or abuse (except for nicotine), or participation in a clinical investigation of a new compound within the last 4 weeks.",False,"Materials and Methods section, embedded in the Design and Recruitment subsection"
5870984,,,False,No specific criteria mentioned
8075265,,"we consider in this study the high level of social and economic development, the small distribution of rural population, and the lack of some data in 20 municipal districts, such as Qingshanhu District, Qingyunpu District, and Wanli District. Accordingly, we exclude these municipal districts, leaving a total of 80 spatial units for analysis",False,Embedded in the Regional overview of research section
3046977,,,False,No specific criteria mentioned
7505427,,,False,No specific criteria mentioned
3893132,All patients 18 years old who had undergone colonoscopy in the selected timeframe were included.,Patients were excluded if the procedure was performed under general anesthesia. Patients from the LUMC with inflammatory bowel disease (IBD) were excluded because participation in a study addressing sexuality in IBD was offered to those patients in the same period.,False,Patients and procedure section
6305921,,,False,No specific criteria mentioned
4210124,"Patients were indentified to include any outpatient diabetes diagnosis (ICD-9: 250), and drug prescriptions that included any oral hypoglycemic agents or insulin prescribed during the 6 months following their first outpatient visit for diabetes.","The patients who did not have at least 12 months of follow-up after their respective index date, which is defined as the date half year after the first outpatient visit for diabetes, were excluded from our study. We further excluded those patients who were under 18 years old at index date, and type 1 diabetic patients. Type 1 diabetes mellitus was identified by ICD-9: (250.x1 or 250.x3) and catastrophic illness registration cards.",False,Embedded in Patients and setting section
6808381,,,False,No specific criteria mentioned
6010256,,,False,No specific criteria mentioned
8153414,,,False,No specific criteria mentioned
9122229,Subjects were eligible for enrollment if they were 18 years of age and had confirmed CF and a forced expiratory volume in one second (FEV ) > 30% of predicted (ppFEV ),"Subjects were excluded if they were pregnant, had a recent exacerbation of lung disease requiring antibiotics within four weeks prior enrollment, or were unable to perform any of the ACT modalities.",False,Methods - Subject eligibility section
3286454,"Patients were selected for inclusion if they received at least one HIV or AIDS diagnosis (International Classification of Diseases, 9th Revision, Clinical Modification [ICD-9-CM] code 042.xx) between June 1, 2006, and December 31, 2008. Patients also were required to have evidence of receipt of a complete ART regimen, defined as two nucleoside/nucleotide reverse transcriptase inhibitors plus a third agent (i.e., another nucleoside/nucleotide reverse transcriptase inhibitor, a nonnucleoside/nucleotide reverse transcriptase inhibitor, a protease inhibitor [PI], a chemokine receipt 5 antagonist, or an integrase inhibitor). Further, patients were required to remain on the complete regimen for at least 60 days following first observed uptake and to have evidence of continuous enrollment in their health plan during this period.",A large proportion of HIV-treated individuals (20.5% of the total HIV-treated population) were excluded from the analysis due to receiving incomplete ART regimens; we did not have sufficient data on these patients to explain why their regimens were incomplete.,False,"Methods section, embedded in participant selection description"
8249246,"MCI was defined as the presence of a documented deficit in memory or in another cognitive domain, without (single domain) or with (multiple domain) impairment in other cognitive domains, in an individual who didnt meet the clinical criteria for dementia","No subject was taking NSAIDS, antibiotics, or steroids at the time of recruitment.",False,Embedded in Patients and methods section description
5730201,,,False,No specific criteria mentioned
8812967,,,False,No specific criteria mentioned
3616972,"To derive a generative model of age and symptom severity related changes, we extracted from the Alzheimer's disease Neuroimaging Initiative (ADNI) database ( ) sMRI and FDG-PET data from multiple centres of 80 patients with a clinical diagnosis of AD and 79 healthy controls ( ).","Exclusion criteria for the ADNI data included the presence of any significant neurological disease other than AD, history of head trauma followed by persistent neurological deficits or structural brain abnormalities, psychotic features, agitation or behavioural problems within the previous three months or a history of alcohol or substance abuse.",False,Methods - Subjects section
3119056,,,False,No specific criteria mentioned
5892886,,,False,No specific criteria mentioned
