count,diagnosis,group_name,subgroup_name,male_count,female_count,age_mean,age_median,age_minimum,age_maximum,age_range,imaging_sample,age_mean_female,age_median_female,age_minimum_female,age_maximum_female,pmcid
3.0,Chronic Myelomonocytic Leukemia,patients,U-937,,,,,,,,,,,,,3281857
28.0,ASD,patients,ASD adults,,,,,,,,yes,,,,,6461820
27.0,TD,healthy,TD adults,,,,,,,,yes,,,,,6461820
355.0,null,patients,Southern Italy,159.0,192.0,45.79,45.0,27.0,72.0,,,,,,,7735630
1147.0,critically ill patients,patients,SOC group,,,,,,,,yes,,,,,3842947
1147.0,critically ill patients,patients,high-exposure group,,,,,,,,yes,,,,,3842947
20.0,healthy,healthy,volunteers,10.0,10.0,30.8,30.0,20.0,40.0,20-40,,,,,,3419733
3.0,healthy,healthy,saliva donors,3.0,0.0,29.3,29.0,20.0,40.0,20-40,,,,,,3419733
12.0,nicotine exposure,patients,F1 nicotine male,12.0,0.0,,,,,,,,,,,6191076
11.0,nicotine exposure,patients,F1 female nicotine,0.0,11.0,,,,,,,,,,,6191076
18.0,control,healthy,F1 water male,18.0,0.0,,,,,,,,,,,6191076
13.0,control,healthy,F1 water female,0.0,13.0,,,,,,,,,,,6191076
256.0,healthy,healthy,male,256.0,0.0,21.8,22.0,18.0,25.0,18-25,yes,,,,,8943682
40.0,HCC,patients,HCC patients,,,,,,,,,,,,,5991670
38.0,healthy,healthy,healthy individuals,,,,,,,,,,,,,5991670
1097.0,renal cell carcinoma,patients,cases,,,,,20.0,79.0,20-79,yes,,,,,3198392
1497.0,not related to smoking or genitourinary disorders,healthy,controls,,,,,,,,yes,,,,,3198392
194.0,RA,patients,Cluster A,,,,,,,,,,,,,6655687
256.0,RA,patients,Cluster B,,,,,,,,,,,,,6655687
188.0,Mixed RA and OA,patients,Cluster C,,,,,,,,,,,,,6655687
363.0,OA,patients,Cluster D,,,,,,,,,,,,,6655687
232.0,Mixed RA and OA,patients,Cluster E,,,,,,,,,,,,,6655687
12.0,Pituitary dwarfism,patients,untreated dwarfs,,,,,,,,yes,,,,,8351940
22.0,Pituitary dwarfism,patients,treated with levothyroxine,,,,,,,,yes,,,,,8351940
13.0,Pituitary dwarfism,patients,treated with levothyroxine and progestogens or GH,,,,,,,,yes,,,,,8351940
94.0,normal stature,healthy,control group,,,,,,,,yes,,,,,8351940
30.0,none,healthy,active,11.0,19.0,,,18.0,30.0,18-30,,,,,,8447044
0.0,null,patients,null,,,,,,,,,,,,,4687847
20.0,prepresbyopic,healthy,prepresbyopic volunteers,11.0,9.0,25.95,26.0,25.0,26.0,25-26,yes,,,,,4130593
0.0,,healthy,ASCs,,,,,,,,no,,,,,4806986
118.0,MDD,patients,MDD,36.0,82.0,,,18.0,56.0,18-56,yes,,,,,4449319
56.0,asthma,patients,high PAH exposure,,,,,,,,,,,,,2637989
56.0,nonasthmatic,patients,low PAH exposure,,,,,,,,,,,,,2637989
1258.0,breast cancer,patients,AA and White women,,,56.0,56.0,35.0,65.0,35-65,yes,,,,,6005569
12.0,Q fever endocarditis,patients,men,12.0,0.0,,,36.0,75.0,36-75,yes,,,,,4161472
5.0,Q fever endocarditis,patients,women,0.0,5.0,,,42.0,64.0,42-64,yes,,,,,4161472
11.0,healthy,healthy,men,6.0,5.0,,,26.0,65.0,26-65,yes,,,,,4161472
11.0,healthy,healthy,women,7.0,4.0,,,30.0,70.0,30-70,yes,,,,,4161472
9.0,acute Q fever,patients,men,6.0,3.0,,,42.0,71.0,42-71,yes,,,,,4161472
9.0,acute Q fever,patients,women,6.0,3.0,,,40.0,68.0,40-68,yes,,,,,4161472
33.0,non-AMD control,healthy,Cohort 1,,,,,,,,,,,,,7413518
24.0,AREDS 3,patients,Cohort 1,,,,,,,,,,,,,7413518
37.0,GA,patients,Cohort 1,,,,,,,,,,,,,7413518
29.0,non-AMD control,healthy,Cohort 2,,,,,,,,,,,,,7413518
22.0,AREDS 3,patients,Cohort 2,,,,,,,,,,,,,7413518
35.0,GA,patients,Cohort 2,,,,,,,,,,,,,7413518
18.0,cystic fibrosis,patients,itraconazole,,,,,,,,yes,,,,,3340414
17.0,cystic fibrosis,patients,placebo,,,,,,,,yes,,,,,3340414
1046.0,null,patients,CCLE dataset,,,,,,,null,yes,,,,,4103868
500.0,null,healthy,HCP 500,,,,,,,null,yes,,,,,6779267
24.0,null,patients,hypnotic suggestion,0.0,24.0,,,18.0,45.0,18-45,yes,,,,,6608544
24.0,null,patients,tDCS,0.0,24.0,,,18.0,45.0,18-45,yes,,,,,6608544
0.0,null,patients,null,0.0,0.0,,,,,null,,,,,,8221488
0.0,null,healthy,null,0.0,0.0,,,,,null,,,,,,8221488
80.0,null,patients,null,21.0,59.0,26.3,26.0,20.0,35.0,20-35,yes,,,,,9584910
8.0,Ang-II infusion,patients,SA,8.0,0.0,,,,,,,,,,,3498357
8.0,Ang-II infusion,patients,NT,8.0,0.0,,,,,,,,,,,3498357
0.0,null,patients,VS/UWS,,,,,,,null,,,,,,7522478
0.0,null,patients,MCS,,,,,,,null,,,,,,7522478
0.0,null,patients,MCS+,,,,,,,null,,,,,,7522478
0.0,null,patients,LIS,,,,,,,null,,,,,,7522478
0.0,null,healthy,null,,,,,,,null,,,,,,7522478
12.0,LTBI,patients,stable HBHA- and rESAT-6-IGRA profile,,,,,,,,yes,,,,,3422279
7.0,LTBI,patients,changing HBHA- and rESAT-6-IGRA profile,,,,,,,,yes,,,,,3422279
4.0,LTBI,patients,disappearing HBHA- and rESAT-6-IGRA responses,,,,,,,,yes,,,,,3422279
0.0,,healthy,Miconia albicans,,,,,,,,,,,,,6197632
0.0,,healthy,Miconia ibaguensis,,,,,,,,,,,,,6197632
0.0,,healthy,Ditylenchus gallaeformans,,,,,,,,,,,,,6197632
0.0,,healthy,Eriophyidae,,,,,,,,,,,,,6197632
910.0,hip fracture,patients,UI,,,82.7,,65.0,100.0,65-100,yes,,,,,9151507
910.0,hip fracture,patients,DI,,,82.7,,65.0,100.0,65-100,yes,,,,,9151507
41.0,pulmonary hypertension,patients,PH patients,13.0,28.0,,,,,,,,,,,5501558
12.0,idiopathic or heritable pulmonary arterial hypertension (PAH),patients,PAH patients,,,41.2,,,,,,,,,,5501558
29.0,chronic thromboembolic pulmonary hypertension (CTEPH),patients,CTEPH patients,,,63.7,,,,,,,,,,5501558
1116.0,N/A,patients,young women,0.0,1116.0,,,16.0,25.0,16-25,no,,,,,3360595
40.0,ICU survivors,patients,InS:PIRE cohort,25.0,15.0,,,,,,,,,,,5706708
52.0,historical control,patients,historical control group,31.0,21.0,,,,,,,,,,,5706708
5122.0,migraine,patients,any migraine,,,,,,,,yes,,,,,3136515
33.0,behavioural-variant frontotemporal dementia,patients,high emotional apathy,,,,,,,,,,,,,10049956
14.0,Alzheimers disease,patients,high emotional apathy,,,,,,,,,,,,,10049956
8.0,semantic dementia,patients,high emotional apathy,,,,,,,,,,,,,10049956
6.0,progressive nonfluent aphasia,patients,high emotional apathy,,,,,,,,,,,,,10049956
3.0,logopenic progressive aphasia,patients,high emotional apathy,,,,,,,,,,,,,10049956
12.0,behavioural-variant frontotemporal dementia,patients,low emotional apathy,,,,,,,,,,,,,10049956
12.0,Alzheimers disease,patients,low emotional apathy,,,,,,,,,,,,,10049956
5.0,semantic dementia,patients,low emotional apathy,,,,,,,,,,,,,10049956
5.0,progressive nonfluent aphasia,patients,low emotional apathy,,,,,,,,,,,,,10049956
2.0,logopenic progressive aphasia,patients,low emotional apathy,,,,,,,,,,,,,10049956
27.0,healthy controls,healthy,controls,,,,,,,,,,,,,10049956
20.0,lead exposure,patients,male Wistar rats,20.0,0.0,,,,,null,yes,,,,,8413791
30.0,diabetes-free survival,patients,C3/ mice,,,,,,,,yes,,,,,3688892
25.0,hyperglycemia,patients,C3+/+ mice,,,,,,,,yes,,,,,3688892
0.0,null,patients,null,0.0,0.0,,,,,null,no,,,,,7063673
30.0,null,patients,DR,10.0,20.0,,,,,null,,,,,,4726667
15.0,null,patients,NR,,,,,,,null,,,,,,4726667
36.0,healthy,healthy,experiment one,17.0,19.0,26.0,26.0,20.0,40.0,20-40,yes,,,,,4958375
32.0,healthy,healthy,experiment two,14.0,18.0,27.0,27.0,20.0,40.0,20-40,yes,,,,,4958375
252.0,OPSCC,patients,p16 positive,221.0,31.0,60.5,60.0,26.0,98.0,26-98,,,,,,8211260
252.0,OPSCC,patients,p16 negative,,,,,,,,,,,,,8211260
0.0,,healthy,null,,,,,,,,,,,,,6013242
0.0,,healthy,null,,,,,,,,,,,,,6013242
27.0,remitted MDD,patients,remitted MDD,5.0,22.0,25.6,25.0,18.0,40.0,18-40,,,,,,3783899
29.0,healthy,healthy,control,7.0,22.0,22.7,22.0,18.0,30.0,18-30,,,,,,3783899
72.0,null,patients,Experiment 1,,,,,,,null,,,,,,5929902
72.0,null,patients,Experiment 2,,,,,,,null,,,,,,5929902
72.0,null,patients,Experiment 3,,,,,,,null,,,,,,5929902
15.0,enteritis,patients,MTX group,,,,,,,,,,,,,2945766
15.0,enteritis,patients,MTX+curcumin group,,,,,,,,,,,,,2945766
15.0,enteritis,patients,MTX+NAC group,,,,,,,,,,,,,2945766
15.0,enteritis,patients,control group,,,,,,,,,,,,,2945766
14.0,sub-cortical ischemic stroke,patients,stroke patients,10.0,4.0,66.9,,55.0,78.0,55-78,yes,,,,,6056631
80.0,HIV negative,patients,MSM,,,24.9,24.0,18.0,29.0,18-29,,,,,,4830617
14.0,operculo-insular epilepsy (OIE),patients,OIE,5.0,9.0,33.7,,19.0,46.0,19-46,,,,,,6040575
9.0,medically intractable temporal lobe epilepsy (TLE),patients,TLE,4.0,5.0,27.6,,18.0,36.0,18-36,,,,,,6040575
26.0,healthy individuals,healthy,HC,13.0,13.0,28.5,,23.0,40.0,23-40,,,,,,6040575
4835.0,frequent ED users,patients,frequent ED users,,,,,,,,,,,,,4726528
286.0,Type 2 Diabetes Mellitus,patients,Diabetic Patients,73.0,213.0,51.0,51.0,18.0,90.0,18-90,yes,,,,,9447889
150.0,PD,patients,PD-CN,,,,,,,,,,,,,8874137
150.0,PD,patients,PD-MCI,,,,,,,,,,,,,8874137
150.0,PD,patients,PDD,,,,,,,,,,,,,8874137
0.0,,healthy,hAECs,,,,,,,,no,,,,,5870984
4.0,Cry-resistant,patients,H. virescens,,,,,,,,,,,,,3046977
2.0,Cry-resistant,patients,H. armigera,,,,,,,,,,,,,3046977
2.0,Cry-resistant,patients,S. frugiperda,,,,,,,,,,,,,3046977
15.0,VML only (negative control),patients,VML only,15.0,0.0,,,,,,,,,,,7505427
15.0,VML+SMU,patients,VML+SMU,15.0,0.0,,,,,,,,,,,7505427
768.0,,healthy,sexual abuse history,331.0,421.0,61.2,,,,59.9-62.8,yes,,,,,3893132
12643.0,type 2 diabetes,patients,overall,,,57.2,,18.0,100.0,18-100,no,,,,,4210124
11.0,NFL-KO,patients,5 months,,,,,,,,yes,,,,,6808381
7.0,WT,healthy,5 months,,,,,,,,yes,,,,,6808381
6.0,NFL-KO,patients,22 months,,,,,,,,yes,,,,,6808381
7.0,WT,healthy,22 months,,,,,,,,yes,,,,,6808381
22.0,Cystic Fibrosis,patients,G542X mutation,11.0,11.0,,,,,,yes,,,,,6010256
10.0,Cystic Fibrosis,patients,CF Patients,,,,,,,,yes,,,,,9122229
7073.0,HIV or AIDS,patients,single pill per day,,,45.0,,,,null,no,,,,,3286454
7073.0,HIV or AIDS,patients,two pills per day,,,45.0,,,,null,no,,,,,3286454
7073.0,HIV or AIDS,patients,three or more pills per day,,,45.0,,,,null,no,,,,,3286454
620.0,MCI,patients,overall,,,,,,,,yes,,,,,8249246
1433.0,gonorrhoea,patients,MSM,1310.0,123.0,31.0,31.0,16.0,86.0,16-86,no,,,,,5730201
1433.0,gonorrhoea,patients,MSW,506.0,927.0,31.0,31.0,16.0,86.0,16-86,no,,,,,5730201
1433.0,gonorrhoea,patients,women,1388.0,45.0,,,,,,no,,,,,5730201
80.0,AD,patients,AD patients,,,,,,,,yes,,,,,3616972
79.0,healthy controls,healthy,healthy controls,,,,,,,,yes,,,,,3616972
243.0,typically developing,patients,children and adolescents,120.0,123.0,11.73,,9.0,15.0,9-15,yes,,,,,9374891
113605.0,null,patients,HEXA-G,,,,,,,null,yes,,,,,5906014
164.0,healthy,healthy,full-term newborns with family history of CD,,,,,,,,yes,,,,,3272021
350.0,null,patients,C. stygia,,,,,,,null,yes,,,,,3760806
140.0,none,healthy,Cuviers gazelle,53.0,95.0,,,,,,,,,,,4682998
26.0,healthy,healthy,experiment 1,2.0,12.0,24.6,24.0,24.0,25.0,24-25,,,,,,4510640
12.0,healthy,healthy,experiment 2,4.0,8.0,24.5,24.0,24.0,25.0,24-25,,,,,,4510640
141.0,null,patients,fat suppressed contrast-enhanced T1-weighted MRI,64.0,77.0,58.0,58.0,18.0,94.0,18-94,,,,,,8960587
84.0,null,patients,T1-weighted MRI,40.0,44.0,56.0,56.0,18.0,87.0,18-87,,,,,,8960587
71.0,null,patients,both scan sequences,34.0,37.0,58.0,58.0,17.0,87.0,17-87,,,,,,8960587
63.0,stage 3 CKD and hyperuricemia,patients,allopurinol,,,,,,,,,,,,,6200237
63.0,stage 3 CKD and hyperuricemia,patients,placebo,,,,,,,,,,,,,6200237
20.0,healthy,healthy,young adults,,,,,,,,,,,,,3873305
9.0,healthy,healthy,young adults,,,,,,,,,,,,,3873305
1301.0,HIV,patients,MSM,,,22.5,22.0,12.0,71.0,12-71,no,,,,,3212560
12.0,null,patients,Sprague Dawley rats,6.0,6.0,,,8.0,12.0,8-12,yes,,,,,3813445
5083.0,null,patients,19 years and under,,,,,,,null,yes,,,,,6292636
5083.0,null,patients,20-34 years,,,,,,,null,yes,,,,,6292636
5083.0,null,patients,35 years and over,,,,,,,null,yes,,,,,6292636
25.0,healthy,healthy,women,0.0,25.0,45.0,45.0,40.0,50.0,40-50,no,,,,,3946127
1164.0,NCD risk factors,patients,Haramaya University employees,,,31.9,,30.0,69.0,30-69,yes,,,,,8884490
436.0,breast cancer,patients,AIs-related MS-AEs Group,0.0,436.0,,,,,,yes,,,,,3716812
402.0,Special educational needs and disabilities (SEND),patients,SEND,258.0,144.0,13.04,13.0,1.0,45.0,1-45,no,,,,,8246131
3624.0,infected,patients,Northwest Sydney cluster,,,,,,,,yes,,,,,3335077
61.0,null,patients,H (normal lactobacilli-dominated microbiota),0.0,61.0,31.0,31.0,21.0,44.0,21-44,,,,,,9197028
15.0,bacterial vaginosis (BV),patients,BV,0.0,15.0,,,,,,,,,,,9197028
22.0,intermediate microbiota,patients,I,0.0,22.0,,,,,,,,,,,9197028
123.0,null,patients,first-year psychology undergraduates,31.0,92.0,19.86,19.0,17.0,52.0,17-52,,,,,,5933718
117.0,null,patients,adults from German cities,,,29.1,,17.0,65.0,17-65,,,,,,5933718
0.0,null,patients,null,0.0,0.0,,,,,,,,,,,10984546
0.0,null,healthy,null,0.0,0.0,,,,,,,,,,,10984546
20.0,Oxygen-induced retinopathy (OIR) model,patients,C57BL/6 mice,,,,,,,,yes,,,,,3391198
5.0,HIV-1 gp120,patients,gp120 treatment,3.0,2.0,,,,,,,,,,,9124804
6.0,control,healthy,saline,5.0,1.0,,,,,,,,,,,9124804
5.0,HIV-1 gp120,patients,gp120 followed by rolipram,3.0,2.0,,,,,,,,,,,9124804
7.0,null,patients,L2/3 pyramidal neurones,,,,,,,null,yes,,,,,3137631
247.0,null,patients,null,94.0,153.0,27.3,,,,null,,,,,,4795763
20.0,homozygotes,patients,homozygotes,,,,,,,,yes,,,,,4511001
98.0,heterozygotes,patients,heterozygotes,,,,,,,,yes,,,,,4511001
89.0,wild type,patients,wild type,,,,,,,,yes,,,,,4511001
1.0,healthy,healthy,young,,,,,,,,yes,,,,,7929986
6.0,null,patients,Fisher rats,0.0,6.0,,,,,null,,,,,,4669183
50.0,healthy,healthy,students,19.0,31.0,25.06,25.0,18.0,39.0,18-39,,,,,,8599192
31.0,AD,patients,CSF biomarker-positive AD,,,,,,,,yes,,,,,6902042
16.0,MCI,patients,CSF biomarker-positive MCI,,,,,,,,yes,,,,,6902042
31.0,normal cognitively intact controls,healthy,cognitively intact biomarker-negative controls,,,,,,,,yes,,,,,6902042
20.0,null,healthy,students,6.0,14.0,22.6,22.0,19.0,26.0,19-26,,,,,,5298484
24.0,suicidal patients,patients,suicidal,,,,,,,,,,,,,5509773
21.0,non-suicidal patients,patients,non-suicidal,,,,,,,,,,,,,5509773
22.0,healthy controls,healthy,controls,,,,,,,,,,,,,5509773
12.0,none,patients,Mas-TRECK Tg mice,,,,,,,,,,,,,3184129
13.0,none,patients,Mas-TRECK Tg mice,,,,,,,,,,,,,3184129
6.0,none,patients,Mas-TRECK Tg mice,,,,,,,,,,,,,3184129
5.0,none,patients,Mas-TRECK Tg mice,,,,,,,,,,,,,3184129
36.0,leukemia/lymphoma,patients,Nalm-6,,,,,,,,,,,,,3767772
0.0,,healthy,MRI,,,,,,,,,,,,,7745967
10.0,null,patients,deionized water,,,,,,,null,no,,,,,11006189
10.0,null,patients,cola,,,,,,,null,no,,,,,11006189
10.0,null,patients,pomegranate juice,,,,,,,null,no,,,,,11006189
109.0,bipolar disorder,patients,bipolar disorder,,,39.0,,18.0,70.0,18-70,yes,,,,,9915674
79.0,control,healthy,comparison control,,,,,,,,yes,,,,,9915674
1210.0,none,patients,T. gondii tachyzoites,,,,,,,,yes,,,,,3081817
21.0,null,patients,expert mice,9.0,12.0,,,,,,,,,,,10501641
8.0,healthy,healthy,Healthy control,8.0,0.0,,,,,,,,,,,9365195
8.0,HCC-induced,patients,HCC-induced,8.0,0.0,,,,,,,,,,,9365195
5.0,none,healthy,line 6,0.0,5.0,15.0,15.0,15.0,15.0,15-15,yes,,,,,2254315
5.0,none,healthy,line 7,0.0,5.0,12.0,12.0,12.0,12.0,12-12,yes,,,,,2254315
38.0,,healthy,lisuride treatment,,,,,,,,,,,,,2797624
45.0,,healthy,"MDL 11,939 treatment",,,,,,,,,,,,,2797624
46.0,,healthy,raclopride treatment,,,,,,,,,,,,,2797624
50.0,,healthy,WAY-100635 treatment,,,,,,,,,,,,,2797624
47.0,,healthy,LSD treatment,,,,,,,,,,,,,2797624
46.0,,healthy,"MDL 11,939 LSD treatment",,,,,,,,,,,,,2797624
87.0,Alzheimers disease,patients,GSE5281,,,,,,,,yes,,,,,11135670
74.0,healthy controls,healthy,GSE5281,,,,,,,,yes,,,,,11135670
56.0,Alzheimers disease,patients,GSE122063,,,,,,,,yes,,,,,11135670
44.0,healthy controls,healthy,GSE122063,,,,,,,,yes,,,,,11135670
0.0,null,healthy,null,0.0,0.0,,,,,,,,,,,3827235
27.0,HIV-infected,patients,LATTE-2 trial participants,25.0,2.0,,,,,,yes,,,,,5755771
16.0,none,patients,C57BL/6J male mice,8.0,8.0,,,,,not specified,yes,,,,,4372440
18.0,naturally cycling women,patients,menstrual phase,0.0,18.0,,,,,,yes,,,,,3781309
25.0,men,healthy,hormonal contraceptives,25.0,0.0,,,,,,yes,,,,,3781309
25.0,women using hormonal contraceptives,patients,hormonal contraceptives,0.0,25.0,,,,,,yes,,,,,3781309
45.0,ASDs,patients,Modified Atkins diet,,,38.0,38.0,38.0,38.0,38,yes,,,,,10364988
37.0,cognitively healthy older adults,patients,older adults,18.0,19.0,71.0,71.0,60.0,86.0,60-86,yes,,,,,6927623
9.0,rda/rda mutant,patients,rda,,,,,,,,,,,,,3338648
8.0,rda/rda mutant,patients,rda,,,,,,,,,,,,,3338648
8.0,+ rda,healthy,+ rda,,,,,,,,,,,,,3338648
4.0,+ rda,healthy,+ rda,,,,,,,,,,,,,3338648
17.0,+ +,healthy,+ +,,,,,,,,,,,,,3338648
806.0,null,patients,null,,,,,,,,,,,,,10234566
359.0,null,healthy,university students,,,,,,,null,yes,,,,,10208514
58.0,sickle cell disease,patients,top-ranked manuscripts from NS countries,,,,,,,,,,,,,5315297
2.0,neutropenia complicating Rh incompatibility-induced hydrops fetalis,patients,top-ranked manuscripts from nNS countries,,,,,,,,,,,,,5315297
1.0,acute myeloid leukemia,patients,bottom-ranked manuscripts from NS countries,1.0,0.0,3.0,3.0,3.0,3.0,3-3,,,,,,5315297
1.0,Alexander's disease,patients,bottom-ranked manuscripts from NS countries,1.0,0.0,6.0,6.0,6.0,6.0,6-6,,,,,,5315297
1.0,combined deficiency of coagulant activity of the vitamin K-dependent factors,patients,bottom-ranked manuscripts from nNS countries,1.0,0.0,14.0,14.0,14.0,14.0,14-14,,,,,,5315297
52.0,advanced neuroblastoma,patients,bottom-ranked manuscripts from nNS countries,,,,,,,,,,,,,5315297
22.0,healthy,healthy,healthy subjects,,,,,,,,yes,,,,,5640224
139.0,glaucomatous,patients,glaucomatous patients,,,,,,,,yes,,,,,5640224
4.0,null,patients,female Wistar rats,0.0,4.0,,,,,null,yes,,,,,3699505
154.0,idiopathic RBD,patients,prodromal Parkinsons disease,,,,,,,,yes,,,,,6598638
102.0,healthy controls,healthy,age- and sex-matched controls,,,,,,,,yes,,,,,6598638
278.0,healthy young adults,healthy,young adults,,,20.41,20.0,18.0,25.0,18-25,yes,,,,,8903281
139.0,healthy older adults,healthy,older adults,,,64.63,64.0,55.0,75.0,55-75,yes,,,,,8903281
41.0,early-stage Parkinsons disease,patients,Parkinsons disease,,,68.28,68.0,60.0,75.0,60-75,yes,,,,,8903281
26.0,stable angina,patients,DCB,,,,,,,,yes,,,,,10721025
26.0,stable angina,patients,DES,,,,,,,,yes,,,,,10721025
10.0,Type 2 diabetes,patients,T2D rats,10.0,0.0,,,,,null,no,,,,,4420285
80.0,STGD1,patients,STGD1 patients,36.0,44.0,46.0,46.0,17.0,84.0,17-84,,,,,,8232401
182.0,PTMC,patients,PTMC patients,24.0,158.0,48.8,,,,N/A,yes,,,,,7775061
1016.0,breast cancer,patients,breast cancer patients,,,50.0,,,,null,yes,,,,,4091942
806.0,healthy,healthy,healthy controls,,,48.9,,,,null,yes,,,,,4091942
2819.0,Acute coronary syndrome (ACS),patients,CKD,2230.0,589.0,62.9,,,,unknown,yes,,,,,3756021
32.0,null,patients,young adults,16.0,16.0,23.41,23.0,18.0,30.0,18-30,,,,,,5490672
93.0,null,patients,introductory psychology students,22.0,71.0,22.02,,,,null,,,,,,5490672
55.0,ALS,patients,bulbar impairment,30.0,25.0,62.0,,29.0,89.0,29-89,yes,,,,,6698695
20.0,ASD,patients,ASD,,,,,7.0,15.0,7-15,yes,,,,,5939224
20.0,NT,healthy,NT,,,,,7.0,15.0,7-15,yes,,,,,5939224
56.0,HIV,patients,released from corrections,,,,,,,,yes,,,,,5809020
7.0,null,patients,ISS < 16,4.0,3.0,,59.0,18.0,84.0,18-84,,,,,,7790403
7.0,null,patients,ISS 16,4.0,3.0,,59.0,18.0,84.0,18-84,,,,,,7790403
3.0,null,patients,mild or moderate TBI,2.0,1.0,,59.0,18.0,84.0,18-84,,,,,,7790403
120.0,none,patients,male,120.0,0.0,,,,,,yes,,,,,8721142
15.0,neurologically intact,patients,right-handed volunteers,8.0,7.0,24.5,24.0,20.0,30.0,20-30,,,,,,10335960
57.0,null,patients,adult female SpragueDawley rats,0.0,57.0,2.0,2.0,2.0,2.0,2-2,yes,,,,,10885699
0.0,null,patients,null,0.0,0.0,,,,,,,,,,,7906300
688.0,HIV positive,patients,Low Stable,,,,,,,,yes,,,,,7505419
688.0,HIV positive,patients,Low Increasing,,,,,,,,yes,,,,,7505419
688.0,HIV positive,patients,Moderate Stable,,,,,,,,yes,,,,,7505419
688.0,HIV positive,patients,High Increasing,,,,,,,,yes,,,,,7505419
152.0,null,patients,surgeons and anaesthetists,95.0,57.0,44.5,,,,null,yes,,,,,4103799
1.0,Leber hereditary optic neuropathy (LHON),patients,childhood-onset LHON,1.0,0.0,10.0,10.0,10.0,10.0,10-10,yes,,,,,5811516
36.0,lifelong PE,patients,LPE patients,36.0,0.0,,,,,,,,,,,8473781
23.0,normal controls,healthy,NCs,23.0,0.0,,,,,,,,,,,8473781
351.0,null,patients,school-age children,,,,,6.0,12.0,6-12,yes,,,,,8735612
20.0,null,patients,click dyads,10.0,10.0,24.757,,22.0,39.0,,yes,,,,,9232116
3.0,ovarian cancer,patients,A1847,0.0,3.0,,,,,,,,,,,3767807
3.0,ovarian cancer,patients,A2780,0.0,3.0,,,,,,,,,,,3767807
3.0,ovarian cancer,patients,OVCAR10,0.0,3.0,,,,,,,,,,,3767807
16.0,healthy,healthy,volunteers,8.0,8.0,27.0,27.0,27.0,28.0,27-28,yes,,,,,3461471
49.0,"no history of psychiatric, neurological or other medical illness",patients,English,19.0,30.0,21.3,21.0,18.0,30.0,18-30,,,,,,9424229
35.0,healthy,patients,Chinese,20.0,15.0,19.3,19.0,18.0,25.0,18-25,,,,,,9424229
28.0,healthy,patients,French,13.0,15.0,24.4,24.0,20.0,30.0,20-30,,,,,,9424229
173.0,null,patients,Manitoba,139.0,44.0,,,,,null,,,,,,3173445
56.0,null,patients,South Dakota,5.0,51.0,,,,,null,,,,,,3173445
44.0,null,patients,Kansas,20.0,24.0,,,,,null,,,,,,3173445
921.0,Type 2 diabetes,patients,empagliflozin,,,56.0,56.0,,,null,yes,,,,,9576049
921.0,Type 2 diabetes,patients,dapagliflozin,,,56.0,56.0,,,null,yes,,,,,9576049
1842.0,Type 2 diabetes,patients,DPP4i,,,57.0,57.0,,,null,yes,,,,,9576049
23.0,unfamiliar,patients,unfamiliar,10.0,13.0,22.02,22.0,18.0,29.0,,,,,,,7074657
22.0,familiar,healthy,familiar,9.0,13.0,,,,,,,,,,,7074657
2.0,null,patients,monkey F,1.0,0.0,,,,,,,,,,,6915702
2.0,null,patients,monkey J,1.0,0.0,,,,,,,,,,,6915702
31191.0,depressive symptoms,patients,NHANES,,,47.0,47.0,30.0,80.0,30-80,yes,,,,,6620014
5.0,Rett syndrome,patients,Mecp2 mice,5.0,0.0,18.0,18.0,18.0,18.0,18-18,yes,,,,,5559075
9.0,C. trachomatis,patients,Set 1,,,,,,,,,,,,,4074039
14.0,C. trachomatis,patients,Set 2,,,,,,,,,,,,,4074039
10.0,C. trachomatis,patients,Set 3,,,,,,,,,,,,,4074039
625.0,none,patients,SMC participants,625.0,0.0,,,,,,yes,,,,,4132017
4.0,normal and dystrophic,patients,dogs,2.0,2.0,,,,,adult,yes,,,,,3917863
20.0,tooth extraction,patients,non-administration,,,,,,,,,,,,,6028143
20.0,tooth extraction,patients,PLGA 100 mg control,,,,,,,,,,,,,6028143
20.0,tooth extraction,patients,SRLS 100 mg,,,,,,,,,,,,,6028143
20.0,tooth extraction,patients,SRLS 200 mg,,,,,,,,,,,,,6028143
20.0,tooth extraction,patients,SRLS 400 mg,,,,,,,,,,,,,6028143
54.0,bilateral severe to profound hearing loss,patients,cochlear implant candidates,31.0,23.0,5.2,5.0,0.0,17.0,0-17,,,,,,10544541
47.0,normal hearing,healthy,age- and sex-matched children,32.0,15.0,7.5,7.0,0.0,17.0,0-17,,,,,,10544541
585.0,AIBD,patients,AIBD,,,45.2,,2.0,100.0,2-100,no,,,,,8277047
53.0,eating disorder,patients,hypermobile,,,22.7,,,,null,,,,,,8790080
0.0,null,patients,VSMCs,0.0,0.0,,,,,,,,,,,5439712
23.0,healthy,patients,ME,0.0,23.0,21.2,,18.0,26.0,18-26,yes,,,,,4606127
17.0,healthy,patients,MH,0.0,17.0,20.9,,18.0,23.0,18-23,yes,,,,,4606127
15.0,healthy,patients,NM,0.0,15.0,21.6,,19.0,23.0,19-23,yes,,,,,4606127
0.0,null,patients,L929 cells,,,,,,,,,,,,,3585731
12.0,Hepatocellular carcinoma,patients,primary HCC tissues,,,,,,,,yes,,,,,3418236
11.0,colorectal cancer,patients,colon cancer,,,,,,,,yes,,,,,3418236
